,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.label,Input.prompt,Answer.semantic-similarity.label,Approve,Reject
10,32XN26MTX0OGAVVEXKPJ5OR5WFML0T,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3XXU1SWE8O021W24QV5VLU7FG7F0AJ,3,Submitted,Wed Jan 16 14:34:01 PST 2019,Wed Jan 16 14:34:13 PST 2019,Sat Jan 19 14:34:13 PST 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),A group of people taking pizza out of many pizza boxes on a buffet table.,A hungry family is captured eating lovely food.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
11,32XN26MTX0OGAVVEXKPJ5OR5WFML0T,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3ZPBJO59KR6BA3BC8D3IHNE2NRFHD5,0,Submitted,Wed Jan 16 14:41:57 PST 2019,Wed Jan 16 14:44:24 PST 2019,Sat Jan 19 14:44:24 PST 2019,,,,147,0% (0/0),0% (0/0),0% (0/0),A group of people taking pizza out of many pizza boxes on a buffet table.,A hungry family is captured eating lovely food.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
12,3O2Y2UIUCRZWNTSMF2W3TV1UDH6FKO,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,30LB5CDZNEF324AC2NLU2NYOPSN0ZL,8,Submitted,Wed Jan 16 14:39:59 PST 2019,Wed Jan 16 14:45:26 PST 2019,Sat Jan 19 14:45:26 PST 2019,,,,327,0% (0/0),0% (0/0),0% (0/0),Three girls play frisbee in a front yard.,Two men retrieving their Frisbee from the creek.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
13,3O2Y2UIUCRZWNTSMF2W3TV1UDH6FKO,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,32AT8R96GNEMHE0E5256V1PSI2PSU9,9,Submitted,Wed Jan 16 14:34:17 PST 2019,Wed Jan 16 14:34:41 PST 2019,Sat Jan 19 14:34:41 PST 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),Three girls play frisbee in a front yard.,Two men retrieving their Frisbee from the creek.,0,Is Text 2 likely to be describing the same situation as Text 1?,1 - Not At All,,
14,3O2Y2UIUCRZWNTSMF2W3TV1UDH6FKO,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3E4GGUZ1TAWF9JE4H9MYYW3QIHTK22,10,Submitted,Wed Jan 16 14:37:40 PST 2019,Wed Jan 16 14:39:12 PST 2019,Sat Jan 19 14:39:12 PST 2019,,,,92,0% (0/0),0% (0/0),0% (0/0),Three girls play frisbee in a front yard.,Two men retrieving their Frisbee from the creek.,0,Is Text 2 likely to be describing the same situation as Text 1?,1 - Not At All,,
15,3AJA9FLWSD35HY2YFZBRGFMHLDHFID,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:58 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:58 PST 2019,,,33F859I568IIV6DSUHCCMXQ2K62HBX,11,Submitted,Wed Jan 16 14:37:39 PST 2019,Wed Jan 16 14:43:08 PST 2019,Sat Jan 19 14:43:08 PST 2019,,,,329,0% (0/0),0% (0/0),0% (0/0),A man and a woman holding video game controllers.,a couple of people that have some wii remotes in hand,1,Is Text 2 likely to be describing the same situation as Text 1?,3,,
16,3AJA9FLWSD35HY2YFZBRGFMHLDHFID,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:58 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:58 PST 2019,,,33LK57MYLVA33DUOBP4ECT47KK4ZS5,12,Submitted,Wed Jan 16 14:33:03 PST 2019,Wed Jan 16 14:36:00 PST 2019,Sat Jan 19 14:36:00 PST 2019,,,,177,0% (0/0),0% (0/0),0% (0/0),A man and a woman holding video game controllers.,a couple of people that have some wii remotes in hand,1,Is Text 2 likely to be describing the same situation as Text 1?,1 - Not At All,,
17,3AJA9FLWSD35HY2YFZBRGFMHLDHFID,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:58 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:58 PST 2019,,,3L6L49WXW22MUE8OE01GPMH655U45X,9,Submitted,Wed Jan 16 14:36:37 PST 2019,Wed Jan 16 14:37:34 PST 2019,Sat Jan 19 14:37:34 PST 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),A man and a woman holding video game controllers.,a couple of people that have some wii remotes in hand,1,Is Text 2 likely to be describing the same situation as Text 1?,3,,
18,3FHTJGYT8O53CKLX3E7T7XN586CPGY,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:58 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:58 PST 2019,,,35LDD5557C95GNIXRR5ID5HOOM9MKU,1,Submitted,Wed Jan 16 14:32:19 PST 2019,Wed Jan 16 14:32:56 PST 2019,Sat Jan 19 14:32:56 PST 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),Gourmet hot dog with roasted corn and green onions.,"A hot dog with chili and cheese, onion rings with barbecue sauce and french fries with chili on cheese. ",0,Is Text 2 likely to be describing the same situation as Text 1?,2,,
19,3FHTJGYT8O53CKLX3E7T7XN586CPGY,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:58 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:58 PST 2019,,,3EJJQNKU9TA5BDUHQEY2MCV62S4RHJ,5,Submitted,Wed Jan 16 14:32:19 PST 2019,Wed Jan 16 14:32:43 PST 2019,Sat Jan 19 14:32:43 PST 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),Gourmet hot dog with roasted corn and green onions.,"A hot dog with chili and cheese, onion rings with barbecue sauce and french fries with chili on cheese. ",0,Is Text 2 likely to be describing the same situation as Text 1?,2,,
20,3FHTJGYT8O53CKLX3E7T7XN586CPGY,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:58 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:58 PST 2019,,,3VD82FOHKSTBXSRLCU3XHQTLEDGCON,13,Submitted,Wed Jan 16 14:38:09 PST 2019,Wed Jan 16 14:43:02 PST 2019,Sat Jan 19 14:43:02 PST 2019,,,,293,0% (0/0),0% (0/0),0% (0/0),Gourmet hot dog with roasted corn and green onions.,"A hot dog with chili and cheese, onion rings with barbecue sauce and french fries with chili on cheese. ",0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
21,3XQ4XW3ODAHAAITIWGQY0YYFL7ES2Y,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,32EYX73OY2EAGZ01QD515RKWW07URO,13,Submitted,Wed Jan 16 14:38:57 PST 2019,Wed Jan 16 14:48:11 PST 2019,Sat Jan 19 14:48:11 PST 2019,,,,554,0% (0/0),0% (0/0),0% (0/0),A group of people riding on the backs of horses.,People in hats and military uniforms are riding on horses.,0,Is Text 2 likely to be describing the same situation as Text 1?,2,,
22,3XQ4XW3ODAHAAITIWGQY0YYFL7ES2Y,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3A4NIXBJ784G0T0FCRHJS5U3DMELMW,14,Submitted,Wed Jan 16 14:34:39 PST 2019,Wed Jan 16 14:35:22 PST 2019,Sat Jan 19 14:35:22 PST 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),A group of people riding on the backs of horses.,People in hats and military uniforms are riding on horses.,0,Is Text 2 likely to be describing the same situation as Text 1?,2,,
23,3XQ4XW3ODAHAAITIWGQY0YYFL7ES2Y,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3A7Y0R2P2QTLZFBJND7FN7X9G1TJXC,2,Submitted,Wed Jan 16 14:32:19 PST 2019,Wed Jan 16 14:32:42 PST 2019,Sat Jan 19 14:32:42 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),A group of people riding on the backs of horses.,People in hats and military uniforms are riding on horses.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
24,30Z7M1Q8UZPHW19DVXD8PPHCL1ZA8N,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,351SEKWQS2MX2HCNZAJV9SMY4DDDM9,15,Submitted,Wed Jan 16 14:36:18 PST 2019,Wed Jan 16 14:36:38 PST 2019,Sat Jan 19 14:36:38 PST 2019,,,,20,0% (0/0),0% (0/0),0% (0/0),A person with a backpack on sitting by some luggage.,A woman standing in a room filled with lots of luggage.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
25,30Z7M1Q8UZPHW19DVXD8PPHCL1ZA8N,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3DY46V3X3RN4QXCOS5KQUENK51P553,5,Submitted,Wed Jan 16 14:35:01 PST 2019,Wed Jan 16 14:35:28 PST 2019,Sat Jan 19 14:35:28 PST 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),A person with a backpack on sitting by some luggage.,A woman standing in a room filled with lots of luggage.,0,Is Text 2 likely to be describing the same situation as Text 1?,2,,
26,30Z7M1Q8UZPHW19DVXD8PPHCL1ZA8N,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3TXWC2NHN1VOXMCB7RAFZ52E5HGS9J,16,Submitted,Wed Jan 16 14:38:58 PST 2019,Wed Jan 16 14:39:12 PST 2019,Sat Jan 19 14:39:12 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),A person with a backpack on sitting by some luggage.,A woman standing in a room filled with lots of luggage.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
27,3SV8KD29L5X2SAJMGEQAWNHCPM0KZH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,38F71OA9GV1U01QJQGELXSPJGQTFMM,15,Submitted,Wed Jan 16 14:38:22 PST 2019,Wed Jan 16 14:38:35 PST 2019,Sat Jan 19 14:38:35 PST 2019,,,,13,0% (0/0),0% (0/0),0% (0/0),People in business suits standing in front of a building.,Three men in suits standing in front of a television.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
28,3SV8KD29L5X2SAJMGEQAWNHCPM0KZH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3LEIZ60CDL4LYYYP2J4NVYZHSWG9Z5,2,Submitted,Wed Jan 16 14:37:27 PST 2019,Wed Jan 16 14:42:46 PST 2019,Sat Jan 19 14:42:46 PST 2019,,,,319,0% (0/0),0% (0/0),0% (0/0),People in business suits standing in front of a building.,Three men in suits standing in front of a television.,0,Is Text 2 likely to be describing the same situation as Text 1?,3,,
29,3SV8KD29L5X2SAJMGEQAWNHCPM0KZH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3TXWC2NHN1VOXMCB7RAFZ52E5HH9S1,17,Submitted,Wed Jan 16 14:40:23 PST 2019,Wed Jan 16 14:41:19 PST 2019,Sat Jan 19 14:41:19 PST 2019,,,,56,0% (0/0),0% (0/0),0% (0/0),People in business suits standing in front of a building.,Three men in suits standing in front of a television.,0,Is Text 2 likely to be describing the same situation as Text 1?,2,,
30,3SCKNODZ0YLKG6YJUWQ7XV5H9OS7NH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3KXIR214I6LUVHP1WHZIRFEULV442X,1,Submitted,Wed Jan 16 14:40:31 PST 2019,Wed Jan 16 14:40:53 PST 2019,Sat Jan 19 14:40:53 PST 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),A plate of food of sandwiches and fruit,"A plate of food with sandwich, buns, butter, strawberry and jam.",1,Is Text 2 likely to be describing the same situation as Text 1?,"4 - Yes, absolutely",,
31,3SCKNODZ0YLKG6YJUWQ7XV5H9OS7NH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3OB0CAO74JUE8E6349QWU8O35FKHYC,6,Submitted,Wed Jan 16 14:38:15 PST 2019,Wed Jan 16 14:38:42 PST 2019,Sat Jan 19 14:38:42 PST 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),A plate of food of sandwiches and fruit,"A plate of food with sandwich, buns, butter, strawberry and jam.",1,Is Text 2 likely to be describing the same situation as Text 1?,3,,
32,3SCKNODZ0YLKG6YJUWQ7XV5H9OS7NH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3T111IHZ5GVCW7CYS2AA9VXIJFY9RD,18,Submitted,Wed Jan 16 14:40:22 PST 2019,Wed Jan 16 14:43:01 PST 2019,Sat Jan 19 14:43:01 PST 2019,,,,159,0% (0/0),0% (0/0),0% (0/0),A plate of food of sandwiches and fruit,"A plate of food with sandwich, buns, butter, strawberry and jam.",1,Is Text 2 likely to be describing the same situation as Text 1?,3,,
33,3YLTXLH3DGBHCGG8NKPBSXZ6N6PPHX,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:30:59 PST 2019,3,BatchId:3501811;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:30:59 PST 2019,,,3G5W44VEU9N5ODMBGO7N00XRS0ZGKI,11,Submitted,Wed Jan 16 14:40:45 PST 2019,Wed Jan 16 14:47:25 PST 2019,Sat Jan 19 14:47:25 PST 2019,,,,400,0% (0/0),0% (0/0),0% (0/0),there is a dog that is laying in the middle of a restaurant,Two women stand near tables as a dog lies on the floor.,1,Is Text 2 likely to be describing the same situation as Text 1?,2,,
