,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.label,Input.prompt,Answer.semantic-similarity.label,Approve,Reject
10,344M16OZKJK5PLDTH44D35XYVBWNEJ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3OJSZ2ATDU1JD1Q7GYZNSY1GW7K75K,9,Submitted,Wed Jan 16 14:37:08 PST 2019,Wed Jan 16 14:37:18 PST 2019,Sat Jan 19 14:37:18 PST 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),An exotic dancer is looking at her cell phone.,the woman`s stomach is showing,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
11,344M16OZKJK5PLDTH44D35XYVBWNEJ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3QECW5O0KJ66BZNET12OXUTYL4AT5H,0,Submitted,Wed Jan 16 14:34:36 PST 2019,Wed Jan 16 14:37:54 PST 2019,Sat Jan 19 14:37:54 PST 2019,,,,198,0% (0/0),0% (0/0),0% (0/0),An exotic dancer is looking at her cell phone.,the woman`s stomach is showing,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
12,3K3IX1W4S7W22T8UHEFJBBC2ABZAP7,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3II4UPYCOLCONWAFR3QCQ163EEBDQX,5,Submitted,Wed Jan 16 14:41:24 PST 2019,Wed Jan 16 14:42:31 PST 2019,Sat Jan 19 14:42:31 PST 2019,,,,67,0% (0/0),0% (0/0),0% (0/0),A train carriage parked by building at which the Queen Elizabeth is docked,The striped shirt the man on the right is wearing.,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
13,3K3IX1W4S7W22T8UHEFJBBC2ABZAP7,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3YDGXNSEO1Z5HWRQCY8J16RX7VV48Z,10,Submitted,Wed Jan 16 14:36:41 PST 2019,Wed Jan 16 14:44:42 PST 2019,Sat Jan 19 14:44:42 PST 2019,,,,481,0% (0/0),0% (0/0),0% (0/0),A train carriage parked by building at which the Queen Elizabeth is docked,The striped shirt the man on the right is wearing.,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",3,,
14,3K3IX1W4S7W22T8UHEFJBBC2ABZAP7,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3ZSANO2JCHCXYW3OADA791OP8FBSFB,11,Submitted,Wed Jan 16 14:39:02 PST 2019,Wed Jan 16 14:40:07 PST 2019,Sat Jan 19 14:40:07 PST 2019,,,,65,0% (0/0),0% (0/0),0% (0/0),A train carriage parked by building at which the Queen Elizabeth is docked,The striped shirt the man on the right is wearing.,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?","4 - Yes, absolutely",,
15,3PIOQ99R7ZRMEHAF74JI7NJ1HZQUN7,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,32UTUBMZ7I1ND78CZ6TG1YHBSLCVB0,2,Submitted,Wed Jan 16 14:34:11 PST 2019,Wed Jan 16 14:34:23 PST 2019,Sat Jan 19 14:34:23 PST 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),This is a photo of a white dog statue that is standing outdoors.,There are / is (a) bananas hanging from a hook,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
16,3PIOQ99R7ZRMEHAF74JI7NJ1HZQUN7,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3IRIK4HM3CPL8MLHCYH30Q7UTDMC6Y,12,Submitted,Wed Jan 16 14:37:40 PST 2019,Wed Jan 16 14:38:12 PST 2019,Sat Jan 19 14:38:12 PST 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),This is a photo of a white dog statue that is standing outdoors.,There are / is (a) bananas hanging from a hook,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
17,3PIOQ99R7ZRMEHAF74JI7NJ1HZQUN7,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3PXX5PX6LZ33LJ5EOB2K5B3Y7BDBAH,13,Submitted,Wed Jan 16 14:40:35 PST 2019,Wed Jan 16 14:40:47 PST 2019,Sat Jan 19 14:40:47 PST 2019,,,,12,100% (1/1),0% (0/0),0% (0/0),This is a photo of a white dog statue that is standing outdoors.,There are / is (a) bananas hanging from a hook,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",1 - Not At All,,
18,3PR3LXCWSG4T6J0GBZB09TNL6SQX93,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,30BXRYBRP62AJ9B3P8889B3NU7JHWC,14,Submitted,Wed Jan 16 14:33:50 PST 2019,Wed Jan 16 14:33:56 PST 2019,Sat Jan 19 14:33:56 PST 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),This is a photo of a white dog statue that is standing outdoors.,There are / is (a) someone taking a photo through the glass,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",1 - Not At All,,
19,3PR3LXCWSG4T6J0GBZB09TNL6SQX93,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3MH9DQ757YHJR9RNA2BP6N6PURWGUE,15,Submitted,Wed Jan 16 14:37:12 PST 2019,Wed Jan 16 14:37:35 PST 2019,Sat Jan 19 14:37:35 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),This is a photo of a white dog statue that is standing outdoors.,There are / is (a) someone taking a photo through the glass,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",3,,
20,3PR3LXCWSG4T6J0GBZB09TNL6SQX93,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3Z4XG4ZF4AWWFYF0W9AOYHOV0Q08XI,16,Submitted,Wed Jan 16 14:36:15 PST 2019,Wed Jan 16 14:38:51 PST 2019,Sat Jan 19 14:38:51 PST 2019,,,,156,0% (0/0),0% (0/0),0% (0/0),This is a photo of a white dog statue that is standing outdoors.,There are / is (a) someone taking a photo through the glass,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
21,3SX4X51T81EKHTWT2E24MB7C063AOQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3LOTDFNYA94Q5DKXUIK86QRAES6WFT,2,Submitted,Wed Jan 16 14:35:30 PST 2019,Wed Jan 16 14:35:52 PST 2019,Sat Jan 19 14:35:52 PST 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),A man standing outside with an open umbrella.,A person is wearing nice eyeglasses,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
22,3SX4X51T81EKHTWT2E24MB7C063AOQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3TY7ZAOG5HP8D9BQ2MIKF8ABLJA0KZ,17,Submitted,Wed Jan 16 14:39:40 PST 2019,Wed Jan 16 14:39:56 PST 2019,Sat Jan 19 14:39:56 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),A man standing outside with an open umbrella.,A person is wearing nice eyeglasses,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
23,3SX4X51T81EKHTWT2E24MB7C063AOQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3VE8AYVF8O2FFCOFWF42SAOOWL4F8Y,13,Submitted,Wed Jan 16 14:38:02 PST 2019,Wed Jan 16 14:38:16 PST 2019,Sat Jan 19 14:38:16 PST 2019,,,,14,100% (1/1),0% (0/0),0% (0/0),A man standing outside with an open umbrella.,A person is wearing nice eyeglasses,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",3,,
24,3WRAAIUSBK47B2AL35P05OY5CA8XAI,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,37C0GNLMHH8VDERVCUCEKWPCEDY6DS,2,Submitted,Wed Jan 16 14:36:17 PST 2019,Wed Jan 16 14:36:40 PST 2019,Sat Jan 19 14:36:40 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),THERE IS A MAN THAT IS JUMPING ON THE SKATE BOARD,There are / is (a) left hand of man in ocean,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
25,3WRAAIUSBK47B2AL35P05OY5CA8XAI,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3R08VXYT7E0DQK5RCZMWIYETG4NW7P,18,Submitted,Wed Jan 16 14:35:18 PST 2019,Wed Jan 16 14:39:19 PST 2019,Sat Jan 19 14:39:19 PST 2019,,,,241,0% (0/0),0% (0/0),0% (0/0),THERE IS A MAN THAT IS JUMPING ON THE SKATE BOARD,There are / is (a) left hand of man in ocean,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
26,3WRAAIUSBK47B2AL35P05OY5CA8XAI,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3WEV0KO0OOX00CPSJ7FHL1L4W2VSD0,3,Submitted,Wed Jan 16 14:39:00 PST 2019,Wed Jan 16 14:43:43 PST 2019,Sat Jan 19 14:43:43 PST 2019,,,,283,0% (0/0),0% (0/0),0% (0/0),THERE IS A MAN THAT IS JUMPING ON THE SKATE BOARD,There are / is (a) left hand of man in ocean,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",3,,
27,3UAU495MIJX4W2AR8JJVMCJ679VUOM,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3GLB5JMZFZ0XA7G1O7L0WN218R1GD4,18,Submitted,Wed Jan 16 14:36:36 PST 2019,Wed Jan 16 14:40:32 PST 2019,Sat Jan 19 14:40:32 PST 2019,,,,236,0% (0/0),0% (0/0),0% (0/0),two children  walking across the street at the stop sign,There are / is (a)  a car on a street,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",3,,
28,3UAU495MIJX4W2AR8JJVMCJ679VUOM,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3GU1KF0O4K6A8NBGDUKHV6ST6XCBPW,19,Submitted,Wed Jan 16 14:37:01 PST 2019,Wed Jan 16 14:37:11 PST 2019,Sat Jan 19 14:37:11 PST 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),two children  walking across the street at the stop sign,There are / is (a)  a car on a street,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
29,3UAU495MIJX4W2AR8JJVMCJ679VUOM,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3ZSANO2JCHCXYW3OADA791OP8FBFSY,3,Submitted,Wed Jan 16 14:38:37 PST 2019,Wed Jan 16 14:40:27 PST 2019,Sat Jan 19 14:40:27 PST 2019,,,,110,0% (0/0),0% (0/0),0% (0/0),two children  walking across the street at the stop sign,There are / is (a)  a car on a street,1,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",3,,
30,3M0556243TPXVZDPCFOJLNIY7CBNF1,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,34FNN24DCOE2SLM837PN5BLD06T5YJ,2,Submitted,Wed Jan 16 14:35:56 PST 2019,Wed Jan 16 14:36:13 PST 2019,Sat Jan 19 14:36:13 PST 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),An old downtown area with a stop light.,There are / is (a) double window on front of bus,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
31,3M0556243TPXVZDPCFOJLNIY7CBNF1,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3Y4W8Q93L1PGS46WD2KMWO5BV6PDVQ,10,Submitted,Wed Jan 16 14:36:23 PST 2019,Wed Jan 16 14:44:23 PST 2019,Sat Jan 19 14:44:23 PST 2019,,,,480,0% (0/0),0% (0/0),0% (0/0),An old downtown area with a stop light.,There are / is (a) double window on front of bus,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",1 - Not At All,,
32,3M0556243TPXVZDPCFOJLNIY7CBNF1,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:33:41 PST 2019,3,BatchId:3501818;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:33:41 PST 2019,,,3YOH7BII0BCO6AC65J690101FFLVKK,0,Submitted,Wed Jan 16 14:34:20 PST 2019,Wed Jan 16 14:36:46 PST 2019,Sat Jan 19 14:36:46 PST 2019,,,,146,0% (0/0),0% (0/0),0% (0/0),An old downtown area with a stop light.,There are / is (a) double window on front of bus,0,"Using what you know about the world, in the situation described by Text 1, is Text 2 likely to be true?",2,,
